fiscal_year	Query_Run_Date	Customer	SubCustomer	ProductOrServiceArea	CompetitionClassification	ClassifyNumberOfOffers	VehicleClassification	VendorSize	SizeOfSumOfObligatedAmount	UnmodifiedUltimateDuration	Label	IDVlabel	ContractLabel	TransactionLabel	IsPerformanceBasedLogistics	SumOfobligatedAmount	SumOfnumberOfActions
2016	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Other Exception)	No competition	Basic Ordering Agreement	Large	$25 - <$100 million	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	32110067.0000	6
2016	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Other Exception)	No competition	Basic Ordering Agreement	Large	Zero value	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2016	2017-09-13 12:23:09.423	Defense	Air Force	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	1
2016	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Zero value	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	0.0000	1
2016	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	2442103.8750	3
2016	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	0.0000	1
2016	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>4 years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	1
2016	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Other Exception)	No competition	Basic Ordering Agreement	Large	$1 - <$5 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	2409227.0000	2
2016	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	No Competition (Only One Source Exception)	No competition	NULL	Large	$1 - <$5 million	>7-12 Months	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	3410000.0000	8
2016	2017-09-13 12:23:09.423	Defense	Army	ERS	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large	Deobligation	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-124525.9922	3
2016	2017-09-13 12:23:09.423	Defense	Army	ICT	Full Competition (Multiple Offers)	10-24 Offers	NULL	Large: Big 6	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2016	2017-09-13 12:23:09.423	Defense	Army	PAMS	Full Competition (Multiple Offers)	Two Offers	SINGLE AWARD Indefinite Delivery Contract	Large	Zero value	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	0.0000	1
2016	2017-09-13 12:23:09.423	Defense	Army	PAMS	No Competition (Only One Source Exception)	No competition	NULL	Large: Big 6	$25 - <$100 million	>2-4 Years	PBL-Announcement	NULL	PBL-Announcement	NULL	1	54528402.0000	8
2016	2017-09-13 12:23:09.423	Defense	DLA	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2016	2017-09-13 12:23:09.423	Defense	DLA	Electronics & Communications	Limited Competition with multiple offers	3-4 Offers	SINGLE AWARD Indefinite Delivery Contract	Small	Zero value	<=2 Months	PBL-DoD-ZBLs	PBL-ZBL_DLA	NULL	PBL-DoD-ZBLs	1	0.0000	2
2016	2017-09-13 12:23:09.423	Defense	DLA	Ground Vehicles	Full Competition (Multiple Offers)	3-4 Offers	NULL	Large	Zero value	<=2 Months	PBL-DLA-PBLLike	PBL-DLA-PBLLike	NULL	NULL	1	0.0000	355
2016	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	$1 - <$5 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	1106329.0000	1
2016	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-620000.0000	2
2011	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	1499109.0000	6
2011	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	82433515.1825	21
2011	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	34555818.0000	6
2011	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	31983208.0000	21
2011	2017-09-13 12:23:09.423	Defense	Air Force	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	2
2011	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	906666.6480	14
2011	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2011	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1435816.0596	13
2011	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-38808.4912	4
2011	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2011	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1430721.4688	10
2011	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	880714.6407	13
2011	2017-09-13 12:23:09.423	Defense	Air Force	ICT	No Competition (Only One Source Exception)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	67555.0000	1
2011	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Unlabeled: No competition; multiple offers	Unlabeled: No competition; multiple offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2011	2017-09-13 12:23:09.423	Defense	Air Force	Other	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2011	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	2409471.5000	1
2011	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1066730.0000	3
2016	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	NULL	1	989472.1250	2
2016	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	14637706.0000	1
2016	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2016	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	0.0000	4
2016	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	NULL	Large	Zero value	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	0.0000	0
2016	2017-09-13 12:23:09.423	Defense	Navy	ERS	Limited Competition with multiple offers	3-4 Offers	NULL	Small	Zero value	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	0.0000	0
2016	2017-09-13 12:23:09.423	Defense	Navy	Ground Vehicles	Full Competition (Multiple Offers)	Two Offers	SINGLE AWARD Indefinite Delivery Contract	Medium <1B	$1 - <$5 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	2537289.7812	4
2016	2017-09-13 12:23:09.423	Defense	Navy	ICT	Full Competition (Multiple Offers)	5-9 Offers	NULL	Medium <1B	Zero value	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	0.0000	0
2016	2017-09-13 12:23:09.423	Defense	Navy	ICT	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	413149.0859	8
2016	2017-09-13 12:23:09.423	Defense	Navy	Launchers & Munitions	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	17485.0000	1
2016	2017-09-13 12:23:09.423	Defense	Navy	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	NULL	1	2463383.0000	1
2016	2017-09-13 12:23:09.423	Defense	Navy	PAMS	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Medium <1B	Zero value	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	3
2016	2017-09-13 12:23:09.423	Defense	Other DoD	Aircraft	No Competition (Only One Source Exception)	No competition	NULL	Large	Deobligation	>4 years	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-3357543.0000	1
2016	2017-09-13 12:23:09.423	Defense	Other DoD	Aircraft	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	229865.0000	9
2016	2017-09-13 12:23:09.423	Defense	Other DoD	ERS	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	0.0000	1
2016	2017-09-13 12:23:09.423	Defense	Other DoD	ERS	No Competition (Only One Source Exception)	No competition	NULL	Medium <1B	Deobligation	>1-2 Years	PBL-GoviniDescribed	NULL	PBL-GoviniDescribed	NULL	1	-897.1100	1
2016	2017-09-13 12:23:09.423	Defense	Other DoD	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2016	2017-09-13 12:23:09.423	Defense	Other DoD	PAMS	No Competition (Only One Source Exception)	No competition	NULL	Large: Big 6	Deobligation	>2-4 Years	PBL-GoviniSolicitation	NULL	PBL-GoviniSolicitation	NULL	1	-25752.5508	1
2016	2017-09-13 12:23:09.423	Defense	Other DoD	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	1683361.0000	6
2012	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Other Exception)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Large	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2012	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large	$5 - <$25 million	>2-7 Months	PBL-FPDSdescribed	PBL-GoviniSolicitation	PBL-DoD-ZBLs	PBL-FPDSdescribed	1	32668560.0000	5
2012	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	2
2012	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	$25 - <$100 million	>2-7 Months	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	NULL	1	197137499.1406	7
2012	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	384203.9219	12
2012	2017-09-13 12:23:09.423	Defense	Navy	ERS	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	5040639.5000	8
2012	2017-09-13 12:23:09.423	Defense	Navy	ERS	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	4
2012	2017-09-13 12:23:09.423	Defense	Navy	ERS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	$5 - <$25 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	5415654.0000	1
2012	2017-09-13 12:23:09.423	Defense	Navy	Launchers & Munitions	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-222804.0000	3
2012	2017-09-13 12:23:09.423	Defense	Navy	Launchers & Munitions	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	1
2012	2017-09-13 12:23:09.423	Defense	Navy	Missiles & Space	No Competition (Only One Source Exception)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	-21959.0000	2
2012	2017-09-13 12:23:09.423	Defense	Navy	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	14804.0000	3
2012	2017-09-13 12:23:09.423	Defense	Navy	PAMS	Full Competition (Multiple Offers)	10-24 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Medium >1B	Zero value	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	0.0000	0
2012	2017-09-13 12:23:09.423	Defense	Navy	R&D	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	$250 thousand - <$1 million	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	932508.0000	5
2012	2017-09-13 12:23:09.423	Defense	Navy	R&D	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	$250 thousand - <$1 million	>4 years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	536000.0000	3
2012	2017-09-13 12:23:09.423	Defense	Other DoD	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	2159396.6089	60
2012	2017-09-13 12:23:09.423	Defense	Other DoD	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Less than $250 thousand	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-447769.1599	2
2012	2017-09-13 12:23:09.423	Defense	Other DoD	ICT	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1016161.1250	2
2013	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1425602.0000	1
2013	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2013	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	4870474.5000	9
2013	2017-09-13 12:23:09.423	Defense	Air Force	ICT	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	9
2013	2017-09-13 12:23:09.423	Defense	Air Force	ICT	No Competition (Other Exception)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	13560.0000	1
2013	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	95804.7600	5
2013	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-8958.6400	2
2013	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-33839.8200	2
2013	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Less than $250 thousand	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	202724.7900	2
2013	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	33558.0100	3
2013	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$100 - <$500 million	>4 years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	114314029.0000	22
2013	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>4 years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	32389000.0000	2
2013	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-44059.0000	4
2013	2017-09-13 12:23:09.423	Defense	Air Force	R&D	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	67690.3500	2
2013	2017-09-13 12:23:09.423	Defense	Air Force	R&D	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2013	2017-09-13 12:23:09.423	Defense	Army	Aircraft	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large	$250 thousand - <$1 million	>7-12 Months	PBL-GoviniDescribed	NULL	PBL-GoviniDescribed	NULL	1	376118.1400	19
2013	2017-09-13 12:23:09.423	Defense	Army	Aircraft	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large	Deobligation	>7-12 Months	PBL-Announcement	NULL	PBL-Announcement	NULL	1	-159909.0000	4
2013	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2015	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$100 - <$500 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	203013830.0000	10
2015	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Other Exception)	No competition	Basic Ordering Agreement	Large	$1 - <$5 million	>4 years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	2696032.0000	2
2015	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Other Exception)	No competition	Basic Ordering Agreement	Large	Zero value	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	0.0000	2
2015	2017-09-13 12:23:09.423	Defense	Air Force	R&D	Full Competition (Multiple Offers)	Two Offers	NULL	Large: Big 6	$100 - <$500 million	>2-4 Years	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	161593277.1000	29
