fiscal_year,Query_Run_Date,Customer,SubCustomer,ServicesCategory,CompetitionClassification,ClassifyNumberOfOffers,VehicleClassification,VendorSize,SizeOfSumOfObligatedAmount,UnmodifiedUltimateDuration,Label,IDVlabel,ContractLabel,TransactionLabel,IsOfficialPBL,PSCscore,MaxOfIsOnlyOneSource,MaxOfIsSingleAward,LengthScore,PricingScore,SumOfobligatedAmount,SumOfnumberOfActions
2014,44:53.8,Defense,Other DoD,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,-2480760,1
2014,44:53.8,Defense,Other DoD,PAMS,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,1,0,-31903.7891,1
2011,44:53.8,Defense,Air Force,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$250 thousand - <$1 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,1,2,738032.13,1
2011,44:53.8,Defense,Air Force,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,632746,2
2011,44:53.8,Defense,Air Force,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,2,-233701.65,1
2011,44:53.8,Defense,Air Force,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,2,0,6
2011,44:53.8,Defense,Air Force,Products,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,Zero value,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,1,2,0,1
2011,44:53.8,Defense,Army,ERS,Full Competition (Multiple Offers),Two Offers,Modified Definitive Contract,Large,$100 - <$500 million,>4 years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,2,2,214921538.8,33
2011,44:53.8,Defense,Army,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-FPDSdescribed,NULL,NULL,PBL-FPDSdescribed,2,1,1,0,0,2,0,1
2011,44:53.8,Defense,Army,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,1,2,5425091.25,2
2011,44:53.8,Defense,Army,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>4 years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,2,2,-71180.59,1
2011,44:53.8,Defense,Army,ICT,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>4 years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,2,2,658002.8,2
2011,44:53.8,Defense,Army,Products,Full Competition (Multiple Offers),Two Offers,Modified Definitive Contract,Medium <1B,$5 - <$25 million,>1-2 Years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,0,2,14584160.56,41
2011,44:53.8,Defense,Army,Products,No Competition (Only One Source Exception),No competition,Definitive Contract,Large,$5 - <$25 million,>7-12 Months,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,19786644,1
2011,44:53.8,Defense,Army,Products,No Competition (Only One Source Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,1,0,0,2,27355.75,1
2011,44:53.8,Defense,DLA,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,0,2,0,1
2011,44:53.8,Defense,DLA,Products,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,$250 thousand - <$1 million,<=2 Months,PBL-DLA-PBLLike,PBL-DLA-PBLLike,NULL,NULL,0,1,0,0,0,2,2438515.14,8
2011,44:53.8,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,2491570,1
2011,44:53.8,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,2,1,0,0,0,2,0,NULL
2011,44:53.8,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,NULL,PBL-FPDSdescribed,NULL,PBL-DoD-ZBLs,PBL-FPDSdescribed,2,1,0,0,0,2,0,NULL
2014,44:53.8,Defense,Army,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,1,2,264226.18,6
2014,44:53.8,Defense,Army,Products,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,1,2,1329210,1
2014,44:53.8,Defense,Army,Products,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Large,$250 thousand - <$1 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,1,2,2027855.781,3
2014,44:53.8,Defense,Army,Products,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,430765.6915,4
2014,44:53.8,Defense,Army,Products,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,1,0,0,7
2014,44:53.8,Defense,Army,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-FPDSdescribed,PerformanceBasedLogistics,NULL,PBL-FPDSdescribed,2,4,1,0,0,2,32919372,1
2014,44:53.8,Defense,Army,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PerformanceBasedLogistics,PerformanceBasedLogistics,NULL,NULL,0,4,1,0,0,2,-13723.0801,2
2014,44:53.8,Defense,Army,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,17030400,1
2014,44:53.8,Defense,DLA,Products,Full Competition (Multiple Offers),3-4 Offers,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,<=2 Months,PBL-DLA-PBLLike,PBL-DLA-PBLLike,NULL,NULL,0,1,0,0,0,2,0,2
2014,44:53.8,Defense,DLA,Products,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,Less than $250 thousand,>2-7 Months,PBL-DLA-PBLLike,PBL-DLA-PBLLike,NULL,NULL,0,1,0,0,0,2,359782.9961,4
2014,44:53.8,Defense,DLA,Products,Limited Competition with multiple offers,3-4 Offers,Delivery Order,Small,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-ZBL_DLA,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,370268.5029,45
2014,44:53.8,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,112468.9805,2
2014,44:53.8,Defense,Navy,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,>7-12 Months,PBL-GoviniDescribed,NULL,PBL-GoviniDescribed,NULL,0,1,1,0,0,2,3765617,3
2014,44:53.8,Defense,Navy,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,1,0,0,2,0,17
2014,44:53.8,Defense,Navy,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Medium <1B,$1 - <$5 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,1,0,0,0,2,2199132.25,1
2014,44:53.8,Defense,Navy,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Medium <1B,$1 - <$5 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,1,0,0,1,2,1165151.5,1
2014,44:53.8,Defense,Navy,PAMS,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Medium >1B,Less than $250 thousand,>2-7 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,0,0,0,2,195386.3594,1
2014,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,225504,2
2014,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6 JV,$25 - <$100 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,1,2,86899704,1
2014,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,Deobligation,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,2,4,1,0,0,2,-98608.1601,2
2014,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,Deobligation,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,2,4,1,0,0,2,-1813952.994,11
2014,44:53.8,Defense,Navy,R&D,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,Zero value,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,1,1,0,0,2,0,1
2014,44:53.8,Defense,Other DoD,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,0,-1789949.454,5
2014,44:53.8,Defense,Other DoD,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,0,-1411683.125,1
2014,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large,$250 thousand - <$1 million,>1-2 Years,PBL-FPDSdescribed,NULL,NULL,PBL-FPDSdescribed,2,1,1,0,0,2,975489,4
2014,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large,Deobligation,>1-2 Years,PBL-FPDSdescribed,NULL,NULL,PBL-FPDSdescribed,2,1,1,0,0,2,-28478,3
2014,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,319471,16
2014,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Deobligation,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,-5772.27,1
2014,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,0,16
2011,44:53.8,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,0,0,1
2011,44:53.8,Defense,Navy,ERS,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-GoviniDescribed,NULL,PBL-GoviniDescribed,NULL,0,1,1,0,0,0,700590.03,6
2011,44:53.8,Defense,Navy,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$5 - <$25 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,1,0,0,2,19420186.14,3
2011,44:53.8,Defense,Navy,ICT,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,1,2,9557785.47,6
2011,44:53.8,Defense,Navy,Products,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,<=2 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,4,0,0,0,2,4086970,2
2011,44:53.8,Defense,Navy,Products,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,NULL,0,0,0,2,446517,4
2011,44:53.8,Defense,Navy,Products,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,2,4,0,0,0,2,0,NULL
2011,44:53.8,Defense,Navy,Products,Full Competition (Multiple Offers),3-4 Offers,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,NULL,PBL-GoviniSolicitation,NULL,PBL-GoviniSolicitation,NULL,0,4,0,0,0,2,0,NULL
2011,44:53.8,Defense,Navy,Products,Limited Competition with multiple offers,5-9 Offers,SINGLE AWARD Indefinite Delivery Contract,Small,$250 thousand - <$1 million,>7-12 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,0,1,0,0,0,2,393210,1
2011,44:53.8,Defense,Navy,Products,Limited Competition with multiple offers,5-9 Offers,SINGLE AWARD Indefinite Delivery Contract,Small,Deobligation,>7-12 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,0,1,0,0,0,0,-62534.04,2
2011,44:53.8,Defense,Navy,Products,Limited Competition with multiple offers,5-9 Offers,SINGLE AWARD Indefinite Delivery Contract,Small,Less than $250 thousand,>7-12 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,0,1,0,0,0,0,30153,2
2011,44:53.8,Defense,Navy,Products,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,0,1
2011,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,$25 - <$100 million,>4 years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,2,2,27850000,2
2011,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,$5 - <$25 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,11882162,1
2011,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,Zero value,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,2,0,1
2011,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6,Greater than $500 million,>4 years,PBL-GoviniSolicitation,NULL,PBL-GoviniSolicitation,NULL,0,4,1,0,2,2,17000000,1
2011,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,<=2 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,1,1,0,0,2,0,2
2011,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,<=2 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,0,1
2014,44:53.8,Defense,Navy,PAMS,Full Competition (Multiple Offers),10-24 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Medium >1B,Zero value,NULL,PBL-Announcement,NULL,PBL-Announcement,NULL,0,4,0,0,0,2,0,NULL
2014,44:53.8,Defense,Navy,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Medium <1B,$1 - <$5 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,1,0,0,1,2,1536567.25,1
2014,44:53.8,Defense,Navy,PAMS,No Competition (Follow on to competed action),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Medium <1B,Less than $250 thousand,>2-7 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,0,0,0,2,172363.5469,1
2014,44:53.8,Defense,Navy,Products,Full Competition (Multiple Offers),3-4 Offers,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,NULL,PBL-GoviniSolicitation,NULL,PBL-GoviniSolicitation,NULL,0,4,0,0,0,2,0,NULL
2014,44:53.8,Defense,Navy,Products,Limited Competition with multiple offers,5-9 Offers,SINGLE AWARD Indefinite Delivery Contract,Small,Zero value,>2-7 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,0,1,0,0,0,2,0,4
2014,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,667422,1
2014,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,Delivery Order,Large,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,106171.5,1
2014,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,Delivery Order,Large,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,176952.5,1
2014,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$25 - <$100 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,278258824,7
2014,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,2,1,1,0,0,2,0,NULL
2014,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,2,4,1,0,0,2,0,NULL
2014,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,1,0,0,2,526558.7578,2
2014,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-7 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,NULL,1,0,0,2,-24000,1
2014,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6 JV,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,2,4,1,0,0,0,0,NULL
2014,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,$250 thousand - <$1 million,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,2,4,1,0,0,2,351386.2968,3
2014,44:53.8,Defense,Navy,R&D,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,Zero value,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,1,1,0,1,2,0,1
2014,44:53.8,Defense,Other DoD,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,0,-73000,1
2014,44:53.8,Defense,Other DoD,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>4 years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,2,0,-350000,3
2014,44:53.8,Defense,Other DoD,PAMS,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,0,2,-37628.78,1
2014,44:53.8,Defense,Other DoD,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,1,0,0,0,-22340.9199,1
2014,44:53.8,Defense,Other DoD,PAMS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,MULTIPLE AWARD Indefinite Delivery Contract,Medium <1B,Deobligation,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,0,0,0,2,-3571.4299,1
2014,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,Zero value,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,0,5
2014,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large,$100 - <$500 million,>4 years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,2,2,0,1
2014,44:53.8,Defense,Other DoD,Products,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,0,0,0,2,24617,3
2010,44:53.8,Defense,Air Force,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,0,3
2010,44:53.8,Defense,Army,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,0,0,0,2
2010,44:53.8,Defense,Army,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,1,2,184973.28,1
2010,44:53.8,Defense,Army,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,1,2,95579.2,1
2010,44:53.8,Defense,Army,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>4 years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,2,2,138654.28,4
