fiscal_year,Query_Run_Date,Customer,SubCustomer,ProductOrServiceArea,CompetitionClassification,ClassifyNumberOfOffers,VehicleClassification,VendorSize,SizeOfSumOfObligatedAmount,UnmodifiedUltimateDuration,Label,IDVlabel,ContractLabel,TransactionLabel,IsOfficialPBL,PSCscore,MaxOfIsOnlyOneSource,MaxOfIsSingleAward,LengthScore,PricingScore,SumOfobligatedAmount,SumOfnumberOfActions
2013,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,2,15309.5200,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,0,0,0,2,191533.4100,2
2013,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,0,0.0000,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,ICT,No Competition (Follow on to competed action),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,-1995518.1200,3
2013,2017-09-13 14:58:58.833,Defense,Air Force,ICT,No Competition (Follow on to competed action),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-1597.1300,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,Other,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,1242847.0000,2
2013,2017-09-13 14:58:58.833,Defense,Air Force,Other,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large,$1 - <$5 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,906461.0000,2
2013,2017-09-13 14:58:58.833,Defense,Air Force,Other,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,1,2,8615687.0000,2
2013,2017-09-13 14:58:58.833,Defense,Air Force,Other,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>4 years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,2,2,4960106.0000,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,Other,No Competition (Other Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,0,0,0,2,0.0000,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-61629.4200,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,736684.6000,5
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-7873.2900,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,0,0,0,2,154950.0000,4
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,27226.1100,2
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,3317154.0000,2
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large,Zero value,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,0.0000,2
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-GoviniSolicitation,NULL,PBL-GoviniSolicitation,NULL,0,4,1,0,1,0,1335938.0000,5
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,36081.7100,8
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,1,0,868463.0000,3
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,1989618.0800,5
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,908274.0000,11
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,-2802118.4400,7
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,0,0.0000,5
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,Zero value,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,2,0.0000,4
2013,2017-09-13 14:58:58.833,Defense,Air Force,R&D,Full Competition (Multiple Offers),Two Offers,NULL,Large: Big 6,$100 - <$500 million,>2-4 Years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,0,616608.0000,2
2013,2017-09-13 14:58:58.833,Defense,Army,Aircraft,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large,$100 - <$500 million,>7-12 Months,PBL-GoviniDescribed,NULL,PBL-GoviniDescribed,NULL,0,4,1,0,0,0,186869951.0000,11
2013,2017-09-13 14:58:58.833,Defense,Army,Electronics & Communications,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,0,14754000.0000,13
2013,2017-09-13 14:58:58.833,Defense,Army,Electronics & Communications,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,2811993.7100,4
2013,2017-09-13 14:58:58.833,Defense,Army,Electronics & Communications,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-Announcement,NULL,PBL-Announcement,NULL,0,2,1,0,0,0,-278390.7000,5
2013,2017-09-13 14:58:58.833,Defense,Army,ICT,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,2,-15987.7200,1
2013,2017-09-13 14:58:58.833,Defense,Army,Launchers & Munitions,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Large,$250 thousand - <$1 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,586640.0000,1
2013,2017-09-13 14:58:58.833,Defense,Army,PAMS,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,0,-570495.4500,2
2013,2017-09-13 14:58:58.833,Defense,Army,R&D,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,0,2914308.6000,5
2013,2017-09-13 14:58:58.833,Defense,DLA,Ground Vehicles,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,Less than $250 thousand,>2-7 Months,PBL-DLA-PBLLike,PBL-DLA-PBLLike,NULL,NULL,0,2,0,0,0,2,129272.7600,2
2013,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,1918633.5000,2
2013,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,1870820.0000,3
2013,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Medium <1B,$5 - <$25 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,1,4,1,0,0,2,14790984.8200,4
2013,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$5 - <$25 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,5443296.0000,1
2013,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-GoviniSolicitation,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,-8400732.9600,1
2013,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6 JV,Deobligation,>2-7 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,4,1,0,0,2,-6264562.0000,3
2013,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6 JV,Deobligation,>7-12 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,4,1,0,0,2,-16049182.0000,4
2013,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,177635.3800,3
2013,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,6191.4500,2
2013,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,Full Competition (Multiple Offers),3-4 Offers,SINGLE AWARD Indefinite Delivery Contract,Large,$5 - <$25 million,>7-12 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,0,4,0,0,0,2,19457736.7400,3
2013,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,61897.7500,1
2013,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,Limited Competition with multiple offers,5-9 Offers,SINGLE AWARD Indefinite Delivery Contract,Small,$250 thousand - <$1 million,>2-7 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,0,2,0,0,0,2,1156595.0000,3
2013,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,Limited Competition with multiple offers,5-9 Offers,SINGLE AWARD Indefinite Delivery Contract,Small,Deobligation,>2-7 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,0,2,0,0,0,2,-253846.0000,2
2013,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,Limited Competition with multiple offers,5-9 Offers,SINGLE AWARD Indefinite Delivery Contract,Small,Less than $250 thousand,>1-2 Years,PBL-GoviniSolicitation,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,0,2,0,0,0,2,492403.0000,6
2013,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,5710015.9200,3
2013,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,99151.0000,10
2013,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,NULL,1,0,0,2,2845.0000,2
2013,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,NULL,1,0,0,2,0.0000,5
2013,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,0.0000,7
2013,2017-09-13 14:58:58.833,Defense,Navy,Engines & Power Plants,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,114634.0000,3
2013,2017-09-13 14:58:58.833,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,1
2013,2017-09-13 14:58:58.833,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,1
2013,2017-09-13 14:58:58.833,Defense,Navy,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,1048162.2900,1
2013,2017-09-13 14:58:58.833,Defense,Navy,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,1,2,1,0,0,2,0.0000,0
2013,2017-09-13 14:58:58.833,Defense,Navy,Launchers & Munitions,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,1,NULL,0,0,0,2,3314517.1200,2
2013,2017-09-13 14:58:58.833,Defense,Navy,Other,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,1,0,0,2,230180.0000,3
2013,2017-09-13 14:58:58.833,Defense,Navy,Other,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,0.0000,3
2013,2017-09-13 14:58:58.833,Defense,Navy,PAMS,Full Competition (Multiple Offers),10-24 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large,Zero value,NULL,PBL-Announcement,NULL,PBL-Announcement,NULL,0,4,0,0,0,2,0.0000,0
2013,2017-09-13 14:58:58.833,Defense,Navy,PAMS,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,1,0,1,0,1660025.0000,4
2013,2017-09-13 14:58:58.833,Defense,Navy,R&D,Competition with single offer,One Offer,Definitive Contract,Medium <1B,$5 - <$25 million,>4 years,PBL-Announcement,NULL,PBL-Announcement,NULL,0,2,0,0,2,0,10970000.0000,1
2013,2017-09-13 14:58:58.833,Defense,Navy,R&D,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,1,0,1,2,2900000.0000,1
2013,2017-09-13 14:58:58.833,Defense,Other DoD,Aircraft,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,$5 - <$25 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,0.0000,1
2013,2017-09-13 14:58:58.833,Defense,Other DoD,Aircraft,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,1496386.0000,104
2013,2017-09-13 14:58:58.833,Defense,Other DoD,Aircraft,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,77566.0000,5
2013,2017-09-13 14:58:58.833,Defense,Other DoD,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,NULL,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,-173.7500,1
2013,2017-09-13 14:58:58.833,Defense,Other DoD,Engines & Power Plants,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,0.0000,1
2013,2017-09-13 14:58:58.833,Defense,Other DoD,Engines & Power Plants,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,0.0000,1
2013,2017-09-13 14:58:58.833,Defense,Other DoD,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,-470820.4000,1
2013,2017-09-13 14:58:58.833,Defense,Other DoD,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-2528.0900,1
2013,2017-09-13 14:58:58.833,Defense,Other DoD,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-10526.0000,1
2013,2017-09-13 14:58:58.833,Defense,Other DoD,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-1279.0600,2
2013,2017-09-13 14:58:58.833,Defense,Other DoD,R&D,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,0,-45981.5600,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,0.0000,2
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,1,2,4841000.7400,2
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$5 - <$25 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,7179107.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,0.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,1,2,6099994.2700,4
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,0,26935855.3700,9
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>2-7 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,251715.0000,8
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>4 years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,2,0,-2501770.0000,4
